ENSID	HGNC	PMID Gene-disease	Disease OMIM ID	Disease name	PMID Disease
ENSG00000164904	ALDH7A1	16491085	266100	"Epilepsy, pyridoxine-dependent"	13133562
ENSG00000088451	TGDS	25480037	616145	Catel-Manzke syndrome 	"Catel, W. Differentialdiagnose von Krankheitssymptomen bei Kindern und Jugendlichen. Vol. 1. (3rd ed.) Stuttgart: G. Thieme (pub.) 1961. Pp. 218-220."
ENSG00000104164	BLOC1S6	22461475	614171	Hermansky-pudlak syndrome 9	"F. Hermansky, P. Pudlak: Albinism associated with hemorrhagic diathesis and unusual pigmented reticular cells in the bone marrow: report of two cases with histochemical studies. Blood, New York, 1959, 14: 162-169. "
ENSG00000081248	CACNA1S	8004673	170400	"Hypokalemic periodic paralysis, type 1"	"Talbott, J. H. Periodic paralysis: a clinical syndrome. Medicine 20: 85-143, 1941."
ENSG00000171867	PRNP	2564168	137440	"Cerebral amyloid angiopathy, PRNP-related"	"Gerstmann, J., Straussler, E., Scheinker, I. Ueber eine eigenartige hereditaer-familiaere Erkrankung des Zentralnervensystems. Z. Ges. Neurol. Psychiat. 154: 736-762, 1936."
ENSG00000139219	COL2A1	2572591	200610	"Achondrogenesis, type II or hypochondrogenesis"	"Parenti, G. C. La anosteogenesi (una varieta della osteogenesi imperfetta). Pathologica 28: 447-462, 1936."
ENSG00000213930	GALT	5289034	230400	Galactosemia	"Goppert, F. Galaktosurie nach Milchzuckergabe bei angeborenem, familiaerem chronischem Leberleiden. Klin. Wschr. 54: 473-477, 1917."
ENSG00000147416	ATP6V1B2	24913193	124480	"Deafness, congenital, with onychodystrophy, autosomal dominant"	13892065
ENSG00000120457	KCNJ5	21311022	613677	"Hyperaldosteronism, familial, type III"	13521591
ENSG00000102575	ACP5	21217755	607944	Spondyloenchondrodysplasia with immune dysregulation	13524805
ENSG00000183454	GRIN2A	20890276	245570	"Epilepsy, focal, with speech disorder and with or without mental retardation"	13451887
ENSG00000107779	BMPR1A	11381269	174900	"Polyposis, juvenile intestinal"	17859198
ENSG00000014919	COX15	15235026	256000	Leigh syndrome due to cytochrome c oxidase deficiency	14874135
ENSG00000213619	NDUFS3	14729820	256000	Leigh syndrome due to mitochondrial complex I deficiency	14874135
ENSG00000204104	TRAF3IP1	26487268	616629	Senior-Loken syndrome 9	"B. Senior, A. I. Friedmann, J. L. Brando: Juvenile familial nephropathy with tapetoretinal degeneration. A new oculorenal dystrophy. American Journal of Ophthalmology, Chicago, 1961, 52: 625-633.  "
ENSG00000142173	COL6A2	18852439	255600	"Myosclerosis, congenital"	"Lowenthal, A. Un groupe heredodegeneratif nouveau: les myoscleroses heredofamiliales. Acta Neurol. Belg. 54: 155-165, 1954."
ENSG00000173040	EVC2	16404586	193530	Weyers acrofacial dysostosis	"Weyers, H. Ueber eine korrelierte Missbildung der Kiefer und Extremitatenakren (Dysostosis acro-facialis). Fortschr. Geb. Roentgenstr. 77: 562-567, 1952."
ENSG00000077782	FGFR1	15625620	166250	Osteoglophonic dysplasia 	"Fairbank, T. An Atlas of General Affections of the Skeleton. Edinburgh: Churchill Livingstone (pub.) 1951. Pp. 181-183."
ENSG00000198650	TAT	1357662	276600	"Tyrosinemia, type II"	"Richner, H. Hornhautaffektion bei Keratoma palmare et plantare hereditarium. Klin. Monatsbl. Augenheilkd. 100: 580-588, 1938."
ENSG00000135929	CYP27A1	2019602	213700	Cerebrotendinous xanthomatosis	"Van Bogaert, L., Scherer, H. J., Epstein, E. Une forme cerebrale de la cholesterinose generalisee. Paris: Masson (pub.) 1937."
ENSG00000125363	AMELX	1916828	301200	"Amelogenesis imperfecta, type 1E"	"Haldane, J. B. S. A probable new sex-linked dominant in man. J. Hered. 28: 58-60, 1937."
ENSG00000099810	MTAP	22464254	112250	Diaphyseal medullary stenosis with malignant fibrous histiocytoma	13511301
ENSG00000136068	FLNB	14991055	150250	Larsen syndrome	14779259
ENSG00000160789	LMNA	10587585	151660	"Lipodystrophy, familial partial, type 2"	20982387
ENSG00000143382	ADAMTSL4	19200529	225100	"Ectopia lentis, isolated, autosomal recessive"	14388006
ENSG00000009765	IYD	18434651	274800	Thyroid dyshormonogenesis 4 	13183981
ENSG00000107890	ANKRD26	21211618	188000	Thrombocytopenia 2	"Wooley, E. J. S. Familial idiopathic thrombocytopenic purpura. Brit. Med. J. 1: 440 only, 1956."
ENSG00000134324	LPIN1	18817903	268200	"Myoglobinuria, acute recurrent, autosomal recessive"	"Hed, R. Myoglobinuria. Arch. Intern. Med. 92: 825-832, 1953."
ENSG00000172062	SMN1	8782046	253550	Spinal muscular atrophy-2	"Haldane, J. B. S. The relative importance of principal and modifying genes in determining some human diseases. J. Genet. 41: 149-157, 1941."
ENSG00000156150	ALX3	19409524	136760	Frontonasal dysplasia 1	13206986
ENSG00000100345	MYH9	10973259	155100	May-Hegglin anomaly	21009925
ENSG00000135899	SP110	16648851	235550	Hepatic venoocclusive disease with immunodeficiency	14868767
ENSG00000100345	MYH9	10973259	155100	Sebastian syndrome	21009925
ENSG00000187498	COL4A1	25228067	180000	"Retinal arteries, tortuosity of"	"Beyer, E. Familiaere Tortuositas der kleinen Netzhautarterien mit Makulablutung (Familial tortuosity of the small retinal arteries with macular hemorrhage). Klin. Monatsbl. Augenheilkd. 132: 532-539, 1958."
ENSG00000160957	RECQL4	15964893	218600	Baller-Gerold syndrome	"aller, F. Radiusaplasie und Inzucht. Z. Menschl. Vererb. Konstitutionsl. 29: 782-790, 1950."
ENSG00000132464	ENAM	11487571	104500	"Amelogenesis imperfecta, type IB"	"Weinmann, J. P., Svoboda, J. F., Woods, R. W. Hereditary disturbances of enamel formation and calcification. J. Am. Dent. Assoc. 32: 397-418, 1945."
ENSG00000091138	SLC26A3	11524734	214700	"Diarrhea 1, secretory chloride, congenital"	"Darrow, D. C. Congenital alkalosis with diarrhea. J. Pediat. 26: 519-532, 1945."
ENSG00000140521	POLG	11431686	258450	"Progressive external ophthalmoplegia, autosomal recessive 1"	"Franceschetti, A., De Morsier, G., Klein, D. Ueber eine neue mit Ophthalmoplegia externa progressiva kombinierte infantile Form von zerebellarer Heredoataxie (P. Marie) bei vier Geschwistern. Arch. Klaus Stift. Vererbungsforsch. 20 (suppl.): 59-81, 1945."
ENSG00000003393	ALS2	11586298	606353	"Primary lateral sclerosis, juvenile"	"Stark, F. M., Moersch, F. P. Primary lateral sclerosis: a distinct clinical entity. J. Nerv. Ment. Dis. 102: 332-337, 1945."
ENSG00000183196	CHST6	11017086	217800	Macular corneal dystrophy	"Blum, J. D. Relations entre les degenerescences heredo-familiales et les opacites congenitales de la cornee (etude clinique et genealogique). Ophthalmologica 109: 123-136, 1944."
ENSG00000187079	TEAD1	7795606	108985	Sveinsson chorioretinal atrophy	"Sveinsson, K. Chorioiditis areata. Acta Ophthal. 17: 73-80, 1939."
ENSG00000152591	DSPP	7573043	125490	"Dentinogenesis imperfecta, Shields type II"	"Roberts, E., Schour, I. Hereditary opalescent dentine--dentinogenesis imperfecta. Am. J. Orthodont. 25: 267-276, 1939."
ENSG00000152661	GJA1	25168385	104100	Palmoplantar keratoderma with congenital alopecia	13834517
ENSG00000179981	TSHZ1	22152683	607842	"Aural atresia, congenital"	13259384
ENSG00000164022	AIMP1	21092922	260600	"Leukodystrophy, hypomyelinating, 3"	13205987
ENSG00000174437	ATP2A2	12542527	101900	Acrokeratosis verruciformis	20251558
ENSG00000065000	AP3D1	26744459	617050	"Hermansky-Pudlak syndrome 10,"	"F. Hermansky, P. Pudlak: Albinism associated with hemorrhagic diathesis and unusual pigmented reticular cells in the bone marrow: report of two cases with histochemical studies. Blood, New York, 1959, 14: 162-169. "
ENSG00000172867	KRT2	7524919	146800	Ichthyosis bullosa of Siemens	"Siemens, H. W. Dichtung und Wahrheit ueber die Ichthyosis bullosa, mit Bemerkungen zur Systematik der Epidermolysen. Arch. Derm. Syph. 175: 590-608, 1937"
ENSG00000015285	WAS	8069912	301000	Wiskott-Aldrich syndrome 	"Wiskott, A. Familiarer, angeborener Morbus Werlhofii? Mschr. Kinderheilk. 68: 212-216, 1937."
ENSG00000157404	KIT	1717985	172800	Piebaldism	"Keeler, C. E. The heredity of a congenital white spotting in Negroes. JAMA 103: 179-180, 1934."
ENSG00000204103	MAFB	22387013	166300	Multicentric carpotarsal osteolysis syndrome	13263344
ENSG00000135318	NT5E	21288095	211800	Calcification of joints and arteries 	13149051
ENSG00000154803	FLCN	15657874	173600	"Pneumothorax, primary spontaneous"	18867168
ENSG00000244682	FCGR2C	17827395	188030	"Thrombocytopenic purpura, autoimmune"	14850832
ENSG00000131495	NDUFA2	18513682	256000	Leigh syndrome due to mitochondrial complex I deficiency	14874135
ENSG00000147894	C9orf72	21944779	105550	Frontotemporal dementia and/or amyotrophic lateral sclerosis 1	"Robertson, E. E. Progressive bulbar paralysis showing heredofamilial incidence and intellectual impairment. Arch. Neurol. Psychiat. 69: 197-207, 1953."
ENSG00000147894	C9orf72	21944778	105550	Frontotemporal dementia and/or amyotrophic lateral sclerosis 1	"Robertson, E. E. Progressive bulbar paralysis showing heredofamilial incidence and intellectual impairment. Arch. Neurol. Psychiat. 69: 197-207, 1953."
ENSG00000184675	AMER1	19079258	300373	Osteopathia striata with cranial sclerosis	"Fairbank, T. An Atlas of General Affections of the Skeleton. Baltimore: Williams and Wilkins (pub.) 1951."
ENSG00000000971	CFH	18252232	126700	Basal laminar drusen	"Evans, P. J. Five cases of familial retinal abiotrophy. Trans. Ophthal. Soc. U.K. 70: 96, 1950."
ENSG00000120370	GORAB	18997784	231070	Geroderma osteodysplasticum	"Bamatter, F., Franceschetti, A., Klein, D., Sierro, A. Gerodermie osteodysplastique hereditaire. Ann. Pediat. 174: 126-127, 1950."
ENSG00000128714	HOXD13	12649808	113300	"Brachydactyly, type E"	"Brailsford, J. F. Familial brachydactyly. Brit. J. Radiol. 18: 167-172, 1945."
ENSG00000164099	PRSS12	12459588	249500	"Mental retardation, autosomal recessive 1"	"Friedman, A. P., Roy, J. E. An unusual familial syndrome. J. Nerv. Ment. Dis. 99: 42-44, 1944."
ENSG00000174437	ATP2A2	10441323	124200	Darier disease	"Hitch, J. M., Callaway, J. L., Moseley, V. Familial Darier's disease (keratosis follicularis). Sth. Med. J. 34: 578-586, 1941."
ENSG00000144191	CNGA3	9662398	216900	Achromatopsia 2 	"Holm, E., Lodberg, C. V. Family with total color-blindness. Acta Ophthal. 18: 224-258, 1940."
ENSG00000187242	KRT12	9171831	122100	Meesmann corneal dystrophy	"Meesmann, A., Wilke, F. Klinische und anatomische Untersuchungen ueber eine bisher unbekannte, dominant vererbte Epitheldystrophie der Hornhaut. Klin. Monatsbl. Augenheilkd. 103: 361-391, 1939."
ENSG00000105664	COMP	7670472	132400	"Epiphyseal dysplasia, multiple, 1"	"Ribbing, S. Studien ueber hereditaere, multiple Epiphysenstoerungen. Acta Radiol. Suppl. 34: 7-107, 1937."
ENSG00000105664	COMP	7670471	132400	"Epiphyseal dysplasia, multiple, 1"	"Ribbing, S. Studien ueber hereditaere, multiple Epiphysenstoerungen. Acta Radiol. Suppl. 34: 7-107, 1937."
ENSG00000102174	PHEX	7550339	307800	"Hypophosphatemic rickets, X-linked dominant"	"Albright, F., Butler, A. M., Bloomberg, E. Rickets resistant to vitamin D therapy. Am. J. Dis. Child. 54: 529-547, 1937."
ENSG00000135903	PAX3	1347148	193500	"Waardenburg syndrome, type 1"	"P. J. Waardenburg: Eine merkwürdige Kombination von angeborenen Missbildungen: doppelseitiger Hydrophthalmus verbunden mit Akrozephalosyndaktylie, Herzfehler, Pseudohermaphroditismus und anderen Abweichungen. Klinische Monatsblätter für Augenheilkunde, Stuttgart, 1934, 92: 29-44."
ENSG00000171298	GAA	2203258	232300	Glycogen storage disease II	"Pompe, J. C. Over idiopathische hypertrophie van het hart. Ned. Tijdschr. Geneeskd. 76: 304-312, 1932."
ENSG00000129667	RHBDF2	22265016	148500	Tylosis with esophageal cancer	13209063
ENSG00000015133	CCDC88C	21031079	236600	"Hydrocephalus, nonsyndromic, autosomal recessive"	13019226
ENSG00000130283	GDF1	20413652	208530	Right atrial isomerism 	14929628
ENSG00000163635	ATXN7	7477379	164500	Spinocerebellar ataxia 7	"Froment, J., Bonnet, P., Colrat, A. Heredo-degenerations retinienne et spino-cerebelleuse: variantes ophtalmoscopiques et neurologiques presentees par trois generations successives. J. Med. Lyon 153-163, 1937."
ENSG00000152661	GJA1	23951358	218400	"Craniometaphyseal dysplasia, autosomal recessive"	"Jackson, W. P. U., Hanelin, J., Albright, F. Metaphyseal dysplasia, epiphyseal dysplasia, diaphyseal dysplasia, and related conditions: familial metaphyseal dysplasia and craniometaphyseal dysplasia: their relation to leontiasis ossea and osteopetrosis: disorders of 'bone remodeling'. Arch. Intern. Med. 94: 871-885, 1954."
ENSG00000133835	HSD17B4	20673864	233400	Perrault syndrome 1	"Perrault, M., Klotz, B., Housset, E. Deux cas de syndrome de Turner avec surdi-mutite dans une meme fratrie. Bull. Mem. Soc. Med. Hop. Paris 16: 79-84, 1951."
ENSG00000176692	FOXC2	11078474	153400	Lymphedema-distichiasis syndrome with renal disease and diabetes mellitus	"Bloom, D. Hereditary lymphedema (Nonne-Milroy-Meige). Report of a family with hereditary lymphedema associated with ptosis of the eyelids in several generations. New York J. Med. 41: 856-863, 1941."
ENSG00000176692	FOXC2	11078474	153400	Lymphedema-distichiasis syndrome	"Bloom, D. Hereditary lymphedema (Nonne-Milroy-Meige). Report of a family with hereditary lymphedema associated with ptosis of the eyelids in several generations. New York J. Med. 41: 856-863, 1941."
ENSG00000156574	NODAL	9354794	270100	"Heterotaxy, visceral, 5"	"Cockayne, E. A. The genetics of transposition of the viscera. Quart. J. Med. 7: 479-493, 1938."
ENSG00000135903	PAX3	8447316	148820	"Waardenburg syndrome, type 3"	"P. J. Waardenburg: Eine merkwürdige Kombination von angeborenen Missbildungen: doppelseitiger Hydrophthalmus verbunden mit Akrozephalosyndaktylie, Herzfehler, Pseudohermaphroditismus und anderen Abweichungen. Klinische Monatsblätter für Augenheilkunde, Stuttgart, 1934, 92: 29-44."
ENSG00000101846	STS	3474618	308100	"Ichthyosis, X-linked"	"Csorsz, K. Ichthyosis (X-linked). Mschr. Unfallheilk. Med. 2: 180, 1928. Note: Alternate: Haut. Geschlechtskr. 26: 463, 1928."
ENSG00000102030	NAA10	24431331	309800	"Microphthalmia, syndromic 1"	13300470
ENSG00000170477	KRT4	7493030	193900	White sponge nevus 1	"Cannon, A. B. White sponge nevus of the mucosa (naevus spongiosus albus mucosae). Arch. Derm. Syph. 31: 365-370, 1935."
ENSG00000162738	VANGL2	20558380	182940	Neural tube defects	"Record, R. G., McKeown, T. Congenital malformation of the central nervous system. III. Risk of malformations in sibs of malformed individuals. Brit. J. Prev. Soc. Med. 4: 217-220, 1950."
ENSG00000069011	PITX1	18950742	119800	"Clubfoot, congenital, with or without deficiency of long bones and/or mirror-image polydactyly"	"Book, J. A. A contribution to the genetics of congenital clubfoot. Hereditas 34: 289-300, 1948."
ENSG00000088836	SLC4A11	16767101	217700	"Corneal endothelial dystrophy, autosomal recessive"	"Redmond, S. P. Three sisters showing congenital opacities in the cornea. Trans. Ophthal. Soc. U.K. 66: 367-368, 1946."
ENSG00000108821	COL1A1	15864348	114000	Caffey disease	"Caffey, J., Silverman, W. Infantile cortical hyperostosis, preliminary report on new syndrome. Am. J. Roentgen. 54: 1-16, 1945."
ENSG00000147100	SLC16A2	14661163	300523	Allan-Herndon-Dudley syndrome 	"Allan, W., Herndon, C. N., Dudley, F. C. Some examples of the inheritance of mental deficiency: apparently sex-linked idiocy and microcephaly. Am. J. Ment. Defic. 48: 325-334, 1944."
ENSG00000130714	POMT1	12369018	236670	"Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 1"	"Walker, A. E. Lissencephaly. Arch. Neurol. Psychiat. 48: 13-29, 1942."
ENSG00000132781	MUTYH	10192393	132600	"Colorectal adenomatous polyposis, autosomal recessive, with pilomatricomas"	"Kawamura, T., Sekimura, T. Zwei Faelle von bei Bruder and Schwester vorkommendem verkalktem Epitheliom. Jpn. J. Derm. Urol. 45: 41 only, 1939."
ENSG00000196459	TRAPPC2	10431248	313400	Spondyloepiphyseal dysplasia tarda  	"Jacobsen, A. W. Hereditary osteochondro-dystrophia deformans: a family with twenty members affected in five generations. JAMA 113: 121-124, 1939."
ENSG00000109501	WFS1	9817917	222300	Wolfram syndrome	"Wolfram, D. J., Wagener, H. P. Diabetes mellitus and simple optic atrophy among siblings: report of four cases. Mayo Clin. Proc. 13: 715-718, 1938."
ENSG00000163132	MSX1	8696335	106600	"Tooth agenesis, selective, 1, with or without orofacial cleft"	"Gruneberg, H. Two independent inherited tooth anomalies in one family. J. Hered. 27: 225-228, 1936."
ENSG00000171867	PRNP	8698234	137440	Gerstmann-Straussler disease	"Gerstmann, J., Straussler, E., Scheinker, I. Ueber eine eigenartige hereditaer-familiaere Erkrankung des Zentralnervensystems. Z. Ges. Neurol. Psychiat. 154: 736-762, 1936."
ENSG00000155850	SLC26A2	8528239	600972	Achondrogenesis Ib	"Parenti, G. C. La anosteogenesi (una varieta della osteogenesi imperfetta). Pathologica 28: 447-462, 1936."
ENSG00000187098	MITF	7874167	193510	"Waardenburg syndrome, type 2A"	"P. J. Waardenburg: Eine merkwürdige Kombination von angeborenen Missbildungen: doppelseitiger Hydrophthalmus verbunden mit Akrozephalosyndaktylie, Herzfehler, Pseudohermaphroditismus und anderen Abweichungen. Klinische Monatsblätter für Augenheilkunde, Stuttgart, 1934, 92: 29-44."
ENSG00000136160	EDNRB	8001158	277580	"Waardenburg syndrome, type 4A"	"P. J. Waardenburg: Eine merkwürdige Kombination von angeborenen Missbildungen: doppelseitiger Hydrophthalmus verbunden mit Akrozephalosyndaktylie, Herzfehler, Pseudohermaphroditismus und anderen Abweichungen. Klinische Monatsblätter für Augenheilkunde, Stuttgart, 1934, 92: 29-44."
ENSG00000137845	ADAM10	23666529	615537	Reticulate acropigmentation of Kitamura 	13068777
ENSG00000184752	NDUFA12	21617257	256000	Leigh syndrome due to mitochondrial complex 1 deficiency	14874135
ENSG00000149922	TBX6	23335591	122600	Spondylocostal dysostosis 5	"Van de Sar, A. Hereditary multiple hemivertebrae. Doc. Med. Geograph. Trop. 4: 23-28, 1952."
ENSG00000010361	FUZ	21840926	182940	Neural tube defects	"Record, R. G., McKeown, T. Congenital malformation of the central nervous system. III. Risk of malformations in sibs of malformed individuals. Brit. J. Prev. Soc. Med. 4: 217-220, 1950."
ENSG00000130158	DOCK6	21820096	614219	Adams-Oliver syndrome 2	"Kahn, E. A., Olmedo, L. Congenital defect of the scalp: with a note on the closure of the scalp defects in general. Plast. Reconstr. Surg. 6: 435-440, 1950."
ENSG00000174842	GLMN	11845407	138000	Glomuvenous malformations	"Kaufman, L. R., Clark, W. T. Glomus tumors: report of 4 cases in same family. Ann. Surg. 114: 1102-1105, 1941."
ENSG00000162711	NLRP3	11687797	120100	Familial cold-induced inflammatory syndrome 1	"Kile, R. L., Rusk, H. A. A case of cold urticaria with unusual family history. JAMA 114: 1067-1068, 1940."
ENSG00000017260	ATP2C1	10615129	169600	Hailey-Hailey disease 	"Hailey, H., Hailey, H. Familial benign chronic pemphigus: report of 13 cases in 4 generations of a family and report of 9 additional cases in 4 generations of a family. Arch. Derm. Syphilol. 39: 679-685, 1939. Note: See Also: Arch. Derm. 118: 774-780, 1982."
ENSG00000105372	RPS19	9988267	105650	Diamond-Blackfan anemia 1	"Diamond, L. K., Blackfan, K. D. Hypoplastic anemia. Am. J. Dis. Child. 56: 464-467, 1938."
ENSG00000090932	DLL3	10364530	277300	"Spondylocostal dysostosis 1, autosomal recessive"	"Jarcho, S., Levin, P. M. Hereditary malformation of the vertebral bodies. Bull. Johns Hopkins Hosp. 62: 216-226, 1938."
ENSG00000165699	TSC1	9529362	606690	Lymphangioleiomyomatosis	"Van Stossel, E. Ueber muskulare cirrhose der lunge. Beitr. Klin. Tuberk. 90: 432-442, 1937."
ENSG00000164093	PITX2	8944018	180500	"Axenfeld-Rieger syndrome, type 1"	"Rieger, H. Beitraege zur Kenntnis seltener Missbildungen der Iris: ueber Hypoplasie des Irisvorderblattes mit Verlagerung und Entrundung der Pupille. Albrecht von Graefes Arch. Klin. Exp. Ophthal. 133: 602-635, 1935."
ENSG00000160801	PTH1R	7701349	156400	"Metaphyseal chondrodysplasia, Murk Jansen type"	"Jansen, M. Ueber atypische Chondrodystrophie (Achondroplasie) und ueber eine noch nicht beschriebene angeborene Wachstumsstoerung des Knochensystems: Metaphysaere Dysostosis. Z. Orthop. Chir. 61: 253-286, 1934."
ENSG00000090382	LYZ	8464497	105200	"Amyloidosis, renal"	"Ostertag, B. Demonstration einer eigenartigen familiaeren Paramyloidose. Zbl. Path. 56: 253-254, 1932."
ENSG00000171867	PRNP	2563037	123400	Creutzfeldt-Jakob disease	"Heidenhain, A. Klinische und anatomische Untersuchungen uber eine eigenartige organische Erkrankung des Zentralnervensystems im Praesenium. Z. Gesamte Neurologie Psychiatrie. 118: 49-114, 1928."
ENSG00000139180	NDUFA9	22114105	256000	Leigh syndrome due to mitochondrial complex I deficiency	14874135
ENSG00000149541	B3GAT3	21763480	245600	"Multiple joint dislocations, short stature, craniofacial dysmorphism, with or without congenital heart defects"	14779259
ENSG00000139219	COL2A1	17394019	150600	Legg-Calve-Perthes disease	20988421
ENSG00000103241	FOXF1	19500772	265380	Alveolar capillary dysplasia with misalignment of pulmonary veins 	18874417
ENSG00000181027	FKRP	15121789	613153	"Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 5"	"A. E. Walker: Lissencephaly. Archives of Neurology and Psychiatry, Chicago, 1942, 48: 13-29."
ENSG00000109501	WFS1	12107816	614296	"Wolfram-like syndrome, autosomal dominant"	"Samuelson, A. Familjart upptradande synnervsatrofi och dovhet. Nordisk Med. (Hygiea) 6: 769-772, 1940."
ENSG00000155850	SLC26A2	10465113	226900	"Epiphyseal dysplasia, multiple, 4"	"Ribbing, S. Studien ueber hereditaere multiple Epiphysenstoerungen. Acta Radiol. Suppl. 34: 7-107, 1937."
ENSG00000165699	TSC1	9242607	191100	Tuberous sclerosis-1	"Gunther, M., Penrose, L. S. Genetics of epiloia. J. Genet. 31: 413-430, 1935."
ENSG00000124205	EDN3	8630502	613265	"Waardenburg syndrome, type 4B"	"P. J. Waardenburg: Eine merkwürdige Kombination von angeborenen Missbildungen: doppelseitiger Hydrophthalmus verbunden mit Akrozephalosyndaktylie, Herzfehler, Pseudohermaphroditismus und anderen Abweichungen. Klinische Monatsblätter für Augenheilkunde, Stuttgart, 1934, 92: 29-44."
ENSG00000049167	ERCC8	7664335	216400	"Cockayne syndrome, type A"	"Cockayne, E. A. Inherited Abnormalities of the Skin and its Appendages. London: Oxford Univ. Press (pub.) 1933."
ENSG00000108381	ASPA	8252036	271900	Canavan disease	"M. M. Canavan: Schilder's encephalitis periaxialis diffusa. Report of a case in a child aged sixteen and one-half months. Archives of Neurology and Psychiatry, Chicago, 1931, 25: 299-308. "
ENSG00000170266	GLB1	1928092	253010	Mucopolysaccharidosis type IVB (Morquio)	"Morquio, L. Sur une forme de dystrophie osseuse familiale. Bull. Soc. Pediat. Paris 27: 145-152, 1929."
ENSG00000110799	VWF	3258663	277480	"von Willibrand disease, type 3"	"von Willebrand, E. A. Hereditar pseudohemofili. Finska Lakar. Hand. 68: 87-112, 1926"
ENSG00000182578	CSF1R	22197934	221820	"Leukoencephalopathy, diffuse hereditary, with spheroids"	18153924
ENSG00000125398	SOX9	19449405	114290	Acampomelic campomelic dysplasia	18918277
ENSG00000180921	FAM83H	18252228	130900	"Amelogenesis imperfecta, type III"	"Weinmann, J. P., Svoboda, J. F., Woods, R. W. Hereditary disturbances of enamel formation and calcification. J. Am. Dent. Assoc. 32: 397-418, 1945."
ENSG00000239672	NME1	18334619	256700	Neuroblastoma	"Dodge, H. J., Benner, M. C. Neuroblastoma of the adrenal medulla in siblings. Rocky Mt. Med. J. 42: 35-38, 1945."
ENSG00000215612	HMX1	18423520	612109	Oculoauricular syndrome 	"Franceschetti, A., Valerio, M. Malformations associees des yeux et des oreilles. Confin. Neurol. 6: 255-257, 1945."
ENSG00000009830	POMT2	15894594	613150	"Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 2"	"A. E. Walker: Lissencephaly. Archives of Neurology and Psychiatry, Chicago, 1942, 48: 13-29."
ENSG00000134086	VHL	11987242	263400	"Erythrocytosis, familial, 2"	"Nadler, S. B., Cohn, I. Familial polycythemia. Am. J. Med. Sci. 198: 41-48, 1939."
ENSG00000001631	KRIT1	10508515	116860	Cerebral cavernous malformations-1	"Michael, J. C., Levin, P. M. Multiple telangiectases of brain: a discussion of hereditary factors in their development. Arch. Neurol. Psychiat. 36: 514-536, 1936."
ENSG00000122735	DNAI1	10577904	244400	"Ciliary dyskinesia, primary, 1, with or without situs inversus"	"Kartagener, M., Horlacher, A. Situs viscerum inversus und Polyposis nasi in einem Falle familiaerer Bronchiektasien. Beitr. Klin. Tuberk. 87: 331-333, 1936."
ENSG00000077498	TYR	9158138	103470	"Waardenburg syndrome/albinism, digenic"	"P. J. Waardenburg: Eine merkwürdige Kombination von angeborenen Missbildungen: doppelseitiger Hydrophthalmus verbunden mit Akrozephalosyndaktylie, Herzfehler, Pseudohermaphroditismus und anderen Abweichungen. Klinische Monatsblätter für Augenheilkunde, Stuttgart, 1934, 92: 29-44."
ENSG00000187098	MITF	9158138	103470	"Waardenburg syndrome/ocular albinism, digenic"	"P. J. Waardenburg: Eine merkwürdige Kombination von angeborenen Missbildungen: doppelseitiger Hydrophthalmus verbunden mit Akrozephalosyndaktylie, Herzfehler, Pseudohermaphroditismus und anderen Abweichungen. Klinische Monatsblätter für Augenheilkunde, Stuttgart, 1934, 92: 29-44."
ENSG00000070814	TCOF1	8875242	154500	Treacher Collins syndrome 1	"Collins, E. T. Cases with symmetrical congenital notches in the outer part of each lower lid and defective development of the malar bones. Trans. Ophthal. Soc. U.K. 20: 190-192, 1933."
ENSG00000100243	CYB5R3	7668255	250800	"Methemoglobinemia, type II"	"Hitzenberger, K. Autotoxic cyanosis due to intraglobular methemoglobinemia. Wien. Arch. Med. 23: 85-96, 1932."
ENSG00000106571	GLI3	1650914	175700	Greig cephalopolysyndactyly syndrome	"Greig, D. M. Oxycephaly. Edinburgh Med. J. 33: 189-218, 1928."
ENSG00000134250	NOTCH2	21378985	102500	Hajdu-Cheney syndrome	18918373
ENSG00000164690	SHH	19533790	269160	Schizencephaly 	21026933
ENSG00000188153	COL4A5	2349482	301050	Alport syndrome	20773074
ENSG00000143368	SF3B4	22541558	154400	"Acrofacial dysostosis 1, Nager type"	"Nager, F. R., de Reynier, J. P. Das Gehoerorgan bei den angeborenen Kopfmissbildungen. Pract. Otorhinolaryng. 10 (suppl. 2): 1-128, 1948."
ENSG00000153029	MR1	15262732	118800	Paroxysmal nonkinesigenic dyskinesia	"Mount, L. A., Reback, S. Familial paroxysmal choreoathetosis: preliminary report on a hitherto undescribed clinical syndrome. Arch. Neurol. Psychiat. 44: 841-847, 1940."
ENSG00000132470	ITGB4	12485428	131800	Epidermolysis bullosa of hands and feet	"Cockayne, E. A. Recurrent bullous eruption of the feet. Brit. J. Derm. Syph. 50: 358-362, 1938."
ENSG00000070748	CHAT	11172068	254210	"Myasthenic syndrome, congenital, 6, presynaptic"	"Rothbart, H. B. Myasthenia gravis in children: its familial incidence. JAMA 108: 715-717, 1937."
